"Date","VALE3.SA.Open","VALE3.SA.High","VALE3.SA.Low","VALE3.SA.Close","VALE3.SA.Volume","VALE3.SA.Adjusted","RSI","StochK","WPR","MACD","MACDSignal","PROC","OBV","SmoothedClose"
2020-01-24,55.6199989318848,55.7299995422363,53.689998626709,53.7999992370605,19744800,34.7873306274414,46.1683032858256,0.174013865667824,0.825986134332176,NA,NA,-0.389573054112802,16622500,54.8600757400272
2020-01-27,51.6599998474121,51.8199996948242,50.4799995422363,50.5099983215332,38779700,32.6599998474121,33.8271450355932,0.00436028701156773,0.995639712988432,NA,NA,-5.37650136081629,-22157200,52.6850370307802
2020-01-28,51.2000007629395,52.0900001525879,51.0800018310547,51.2000007629395,23046400,33.1061630249023,37.5948078083715,0.104651323971432,0.895348676028568,NA,NA,-4.13218660991177,889200,51.9425188968598
2020-01-29,51.7000007629395,51.8899993896484,50.4599990844727,50.75,23323000,32.815185546875,36.1492394856436,0.0420291088979729,0.957970891102027,NA,NA,-8.58612768100184,-22433800,51.3462594484299
2020-01-30,49.9700012207031,51.5,49.7999992370605,51.5,23083200,33.3001403808594,40.2714078743003,0.224867784937903,0.775132215062097,NA,NA,-7.7320548415897,649400,51.423129724215
2020-01-31,50.9599990844727,51.060001373291,49.7999992370605,50.2700004577637,29988200,32.5048141479492,36.1495678352942,0.0621694623447567,0.937830537655243,NA,NA,-9.82535368691617,-29338800,50.8465650909893
2020-02-03,50.5,51.0900001525879,49.7999992370605,50.9099998474121,18858200,32.9186363220215,39.6129274667225,0.146825450888557,0.853174549111443,NA,NA,-8.03599291779848,-10480600,50.8782824692007
2020-02-04,52.2000007629395,52.5800018310547,51.9700012207031,52.2700004577637,21559200,33.7980270385742,46.2810762212439,0.326719678838879,0.673280321161121,NA,NA,-8.66286663520448,11078600,51.5741414634822
2020-02-05,53.3199996948242,53.6199989318848,52.9900016784668,52.9900016784668,26797700,34.2635803222656,49.4627229370852,0.421957918245401,0.578042081754599,NA,NA,-7.92439587522509,37876300,52.2820715709745
2020-02-06,53.6599998474121,53.9199981689453,52.8199996948242,53.2799987792969,22155800,34.4510917663574,50.728523643723,0.460317316149034,0.539682683850967,-2.1389477675158,NA,-5.03262364695556,60032100,52.7810351751357
2020-02-07,52.8800010681152,52.9599990844727,51.9199981689453,52.0999984741211,14450900,33.6881065368652,45.7114378851366,0.319001321652563,0.680998678347437,-2.06102595126904,NA,-7.7529602122504,45581200,52.4405168246284
2020-02-10,51.9000015258789,51.9000015258789,49.9199981689453,50.189998626709,28244800,32.4530944824219,38.9896535543162,0.0553190683480195,0.94468093165198,-2.26750386552804,NA,-10.0567244447392,17336400,51.3152577256687
2020-02-11,51.1500015258789,52.2000007629395,51.0200004577637,52.0499992370605,27560600,33.6557731628418,47.1412231102742,0.37942662465568,0.62057337534432,-2.1216814018711,NA,-3.30686725835485,44897000,51.6826284813646
2020-02-12,53.0999984741211,53.3800010681152,52.8300018310547,53.0699996948242,28539800,34.3153114318848,51.0070574135112,0.5514334383608,0.4485665616392,-1.827800328518,NA,4.944048783979,73436800,52.3763140880944
2020-02-13,52.2200012207031,52.4000015258789,51.560001373291,52.1399993896484,20105600,33.7139625549316,47.5895818168207,0.567961349329141,0.432038650670859,-1.7181964928229,NA,1.81928498527189,53331200,52.2581567388714
2020-02-14,52.2099990844727,52.2799987792969,50.9500007629395,51,19896200,32.9768371582031,43.7224755471558,0.291262396611955,0.708737603388045,-1.78692126954358,NA,0.491401480242892,33435000,51.6290783694357
2020-02-17,51.7099990844727,53.4099998474121,51.6199989318848,53.4099998474121,28134200,34.53515625,52.5084108339119,0.876213967536177,0.123786032463823,-1.45292401287228,NA,3.64161838250725,61569200,52.5195391084239
2020-02-18,52.5499992370605,53.0499992370605,52.1199989318848,52.7999992370605,18054400,34.1407241821289,50.3651213300698,0.728155528581071,0.271844471418929,-1.26761444444617,-1.84917950382077,4.91026894520203,43514800,52.6597691727422
2020-02-19,52.9300003051758,53.1199989318848,52.4000015258789,52.810001373291,14439700,34.1471900939941,50.4008710950387,0.730583232179017,0.269416767820983,-1.10642319755619,-1.70062824256785,3.66412278061796,57954500,52.7348852730166
2020-02-20,53.2700004577637,53.4900016784668,52.060001373291,52.2000007629395,18818800,33.752758026123,48.1243419339323,0.582524793223911,0.417475206776089,-1.06021034095466,-1.57254466224522,-0.134009197821428,39135700,52.467443017978
2020-02-21,51,51.1399993896484,49.7999992370605,50.1300010681152,32249900,32.4142913818359,41.3060776961731,0.0800975525747824,0.919902447425218,-1.32800441689205,-1.52363661317458,-5.54835955975128,6885800,51.2987220430466
2020-02-26,46.6599998474121,46.8400001525879,45.060001373291,45.3499984741211,46923300,29.323522567749,30.5443418086597,0.0327310615927443,0.967268938407256,-2.26583380287048,-1.67207605111376,-16.1150860406617,-40037500,48.3243602585839
2020-02-27,44.6500015258789,45.5400009155273,43.560001373291,44.4700012207031,42419000,28.754508972168,29.0440904781156,0.0878378502775046,0.912162149722495,-3.13270086892307,-1.96420101467562,-15.8350087499177,-82456500,46.3971807396435
2020-02-28,43.9900016784668,44.310001373291,43.2000007629395,44.310001373291,33228600,28.6510524749756,28.7674236104034,0.107871769834014,0.892128230165986,-3.82132047264823,-2.33562490627014,-12.4605360100798,-115685100,45.3535910564673
2020-03-02,44.8800010681152,47.0900001525879,44.810001373291,46.3600006103516,48372500,29.9765911102295,37.0423930487404,0.307094224126234,0.692905775873766,-3.99851752765247,-2.66820343054661,-11.576774876613,-67312600,45.8567958334094
2020-03-03,46.7400016784668,49.0900001525879,46.0699996948242,46.3499984741211,52401800,29.9701290130615,37.0197963226988,0.306122199311798,0.693877800688202,-4.09894007605686,-2.95435075964866,-13.5390531998298,-119714400,46.1033971537653
2020-03-04,48,49.0900001525879,47,48.5699996948242,31476600,31.4055919647217,45.0344086594443,0.521865738979826,0.478134261020174,-3.76960215671068,-3.11740103906106,-7.09263467249039,-88237800,47.3366984242947
2020-03-05,47.6599998474121,47.9500007629395,45.9500007629395,46.8499984741211,29092300,30.2934246063232,40.711682395008,0.354713059905941,0.645286940094059,-3.75176005420257,-3.24427284208936,-8.48746566093488,-117330100,47.0933484492079
2020-03-06,44.2000007629395,45.8199996948242,43.6500015258789,44.6100006103516,39718600,28.8450355529785,35.8812660892239,0.137026212046731,0.862973787953269,-4.06989727174704,-3.4093977280209,-18.0039928672645,-157048700,45.8516745297797
2020-03-09,40.4500007629395,41.5400009155273,37.810001373291,37.8300018310547,59037000,24.4610538482666,25.8743267848754,0.00127553937336787,0.998724460626632,-5.434695722531,-3.81445732692292,-33.3408689215482,-216085700,41.8408381804172
2020-03-10,41.9000015258789,45.3400001525879,40.7999992370605,44.810001373291,63269800,28.9743556976318,43.3810781459068,0.446428562739848,0.553571437260152,-5.27419266587317,-4.10640439471297,-16.4269233278188,-152815900,43.3254197768541
2020-03-11,43.0099983215332,44.2900009155273,39,40.7400016784668,50025000,26.3426780700684,37.7783048982583,0.186862260723849,0.813137739276152,-5.80119415784599,-4.44536234733957,-24.7872057506153,-202840900,42.0327107276605
2020-03-12,36,36,32.4500007629395,35.3499984741211,62222000,22.8574714660645,31.9020499972077,0.137832584838029,0.86216741516197,-7.13496622313866,-4.98328312249939,-34.9321303404629,-265062900,38.6913546008908
2020-03-13,42,44.0299987792969,37,42.9000015258789,67635900,27.7393417358398,44.8438549748914,0.559122607318219,0.440877392681781,-6.76937669877978,-5.34050183775547,-5.55382814121783,-197427000,40.7956780633848
2020-03-16,36.0099983215332,41.4000015258789,36.0099983215332,39.0400009155273,59078300,25.2434463500977,40.5960061536917,0.396033677542528,0.603966322457472,-7.11584973032054,-5.69557141626849,-13.0228046976742,-256505300,39.9178394894561
2020-03-17,40.5,43.5699996948242,39.1100006103516,41.5099983215332,52743800,26.8405570983887,44.236103769422,0.544471027098106,0.455528972901893,-6.86433288888159,-5.92932371079111,-6.52760945744917,-203761500,40.7139189054947
2020-03-18,38.7999992370605,40.8699989318848,35.7000007629395,38.6500015258789,59689100,24.9912738800049,41.0959551898049,0.372596213362628,0.627403786637372,-7.12833589992342,-6.16912614861757,-18.1890217124197,-263450600,39.6819602156868
2020-03-19,37.5,39,35.2599983215332,36.4000015258789,52645400,23.5364093780518,38.7645906492563,0.237379862249076,0.762620137750924,-7.69956147624928,-6.47521321414391,-24.1652442528623,-316096000,38.0409808707828
2020-03-20,37.9000015258789,39.4099998474121,34.7099990844727,35.189998626709,50479900,22.7540168762207,37.531498347365,0.164663339199042,0.835336660800958,-8.32378663956335,-6.8449278992278,-32.2244137765981,-366575900,36.6154897487459
2020-03-23,35.5499992370605,35.8600006103516,33.3699989318848,34.0999984741211,41958300,22.0492172241211,36.4079759082657,0.0991585199340864,0.900841480065914,-8.96865428996709,-7.26967317737566,-31.7653636572689,-408534200,35.3577441114335
2020-03-24,36.8600006103516,38.6500015258789,36.8600006103516,37.6399993896484,37044800,24.3381977081299,42.4350367865365,0.334838621077999,0.665161378922001,-8.69005345409034,-7.5537492327186,-16.9890764320443,-371489400,36.498871750541
2020-03-25,38.189998626709,41.3499984741211,38.0900001525879,40.8499984741211,38064400,26.41379737854,47.3115003044903,0.628272130310297,0.371727869689703,-7.73191999099816,-7.58938338437451,7.68042969056717,-333425000,38.674435112331
2020-03-26,41.0099983215332,42.4099998474121,39.9900016784668,42,36253000,27.1573963165283,48.9790302748439,0.740884382409658,0.259115617590342,-6.66237529593598,-7.4039817666868,-6.47617411616594,-297172000,40.3372175561655
2020-03-27,39.2999992370605,41.439998626709,39.2000007629395,40.0999984741211,32331200,25.9288444519043,46.3679744514456,0.593483170939878,0.406516829060122,-6.12447161642843,-7.14807973663513,-1.58341557374588,-329503200,40.2186080151433
2020-03-30,40.9199981689453,42.3199996948242,40.7400016784668,41.7700004577637,31298300,27.0086784362793,48.9442841309013,0.787162126242636,0.212837873757364,-5.30206018772282,-6.77887582685267,16.6880040290544,-298204900,40.9943042364535
2020-03-31,42.2999992370605,44.4900016784668,42.2200012207031,43.2200012207031,39238000,27.9462547302246,51.1389702089234,0.894518242425894,0.105481757574106,-4.31225604444242,-6.28555187037062,0.743151782043716,-258966900,42.1071527285783
2020-04-01,41.810001373291,44.1199989318848,41.2000007629395,43.3699989318848,37092100,28.0432434082031,51.371842031607,0.899280353422009,0.100719646577991,-3.45997167582083,-5.72043583146066,10.5181148223401,-221874800,42.7385758302315
2020-04-02,43.9500007629395,44.5699996948242,41.9199981689453,42.7799987792969,34372600,27.6617488861084,50.3552395443282,0.840178500572034,0.159821499427966,-2.86779737306952,-5.14990813978243,3.01363534901173,-256247400,42.7592873047642
2020-04-03,42.7999992370605,42.8699989318848,39.7599983215332,40.5,31650000,26.1874885559082,46.5237477830765,0.636607194859151,0.363392805140849,-2.81041946227997,-4.68201040428194,4.67551595996607,-287897400,41.6296436523821
2020-04-06,42.5999984741211,43.3899993896484,41.9700012207031,43.1300010681152,32019300,27.8880634307861,51.1418762379259,0.871428702802065,0.128571297197935,-2.22709128942529,-4.19102658131061,16.9650018862325,-255878100,42.3798223602487
2020-04-07,45.189998626709,45.5,43.560001373291,43.7799987792969,34191900,28.3083534240723,52.2396507067106,0.858202714818855,0.141797285181145,-1.62152450929414,-3.67712616690732,21.8415151903593,-221686200,43.0799105697728
2020-04-08,43.5,44.25,43.0499992370605,43.5099983215332,29464500,28.1337661743164,51.7198096046585,0.83594381671592,0.16405618328408,-1.18138944636569,-3.17797882279899,24.3693418613725,-251150700,43.294954445653
2020-04-09,43.9500007629395,44.4700012207031,42.8400001525879,43.2799987792969,29827800,27.985050201416,51.2519368166357,0.816982603032197,0.183017396967803,-0.867345266413722,-2.71585211152194,13.9623307831765,-280978500,43.2874766124749
2020-04-13,43.2000007629395,44.5699996948242,42.9799995422363,44.5699996948242,22066800,28.8191719055176,53.7775760554463,0.892361068185952,0.107638931814048,-0.369909948334823,-2.24666367888451,8.71541961585582,-258911700,43.9287381536496
2020-04-14,45.6199989318848,46,44.5,44.5299987792969,24713600,28.7933025360107,53.6846945953382,0.814159134126398,0.185840865873602,0.014249609131789,-1.79448102128125,5.8493473637192,-283625300,44.2293684664732
2020-04-15,43.5,43.9000015258789,42.6100006103516,43.189998626709,28808700,27.9268531799316,50.5358789529852,0.586764457564013,0.413235542435987,0.0650142961033717,-1.42258195780433,7.42326589154256,-312434000,43.7096835465911
2020-04-16,43.7999992370605,43.9900016784668,42.0400009155273,42.7599983215332,24442900,27.6488151550293,49.5318870265799,0.523529111472759,0.476470888527241,0.0241492602956805,-1.13323571418433,2.34246574354109,-336876900,43.2348409340622
2020-04-17,43.9000015258789,44.2299995422363,43.2200012207031,44,23604600,28.4506015777588,52.4647029245587,0.679487265700318,0.320512734299682,0.221929359259487,-0.862202699495564,1.78862545955805,-313272300,43.6174204670311
2020-04-20,43.2599983215332,43.2599983215332,42.2299995422363,42.4599990844727,29050700,27.454833984375,48.6810518596742,0.432692313570476,0.567307686429524,0.0887396270363716,-0.672014234189177,-2.12054985063044,-342323000,43.0387097757519
2020-04-22,42.5999984741211,43.2400016784668,42.0499992370605,42.9000015258789,22693600,27.7393417358398,49.7951120432624,0.503205506367303,0.496794493632697,0.0649371472598803,-0.524623957899366,0.280118638241911,-319629400,42.9693556508154
2020-04-23,43.2900009155273,44.689998626709,42.810001373291,43.5099983215332,27171100,28.1337661743164,51.371204076203,0.600961376811904,0.399038623188096,0.158683321360398,-0.387962502047413,7.16887840435194,-292458300,43.2396769861743
2020-04-24,43.3699989318848,44.2000007629395,41.8300018310547,43.7599983215332,55165900,28.2954177856445,52.0357882901746,0.641025468599365,0.358974531400635,0.276393821861443,-0.255091237265642,1.45012843327672,-237292400,43.4998376538537
2020-04-27,44.4599990844727,45.0499992370605,43.8600006103516,44.5499992370605,25580600,28.8062362670898,54.1673773539,0.652277841813491,0.347722158186509,0.510704081535684,-0.101932173505377,1.74350725793033,-211711800,44.0249184454571
2020-04-28,45.2000007629395,45.2900009155273,43.4799995422363,44.6100006103516,25680000,28.8450355529785,54.3333755476251,0.666666666666667,0.333333333333333,0.698370536222681,0.058128368440235,2.49673046661054,-186031800,44.3174595279044
2020-04-29,45.3499984741211,47.3800010681152,44.8400001525879,46.7299995422363,33207500,30.2158355712891,59.8645339769093,0.882882591850018,0.117117408149982,1.22205596925253,0.290913888602695,7.66957405829678,-152824300,45.5237295350703
2020-04-30,45.7099990844727,46.1699981689453,44.7599983215332,44.8600006103516,25720300,29.0066890716553,53.6874900773776,0.545945801048733,0.454054198951267,1.27600845485953,0.487932801854063,0.648556258640642,-178544600,45.191865072711
2020-05-04,43.7000007629395,44.3300018310547,43.4000015258789,43.9300003051758,16994300,28.4053421020508,50.8759147185768,0.378378155459589,0.621621844540411,1.13525125288432,0.617396492060114,-1.35656269860074,-195538900,44.5609326889434
2020-05-05,44.4500007629395,45.0299987792969,43.7000007629395,43.7000007629395,19070600,28.2566242218018,50.1760697703568,0.336936790801286,0.663063209198714,0.970428148444213,0.688002823336934,1.17391643840077,-214609500,44.1304667259414
2020-05-06,44.189998626709,44.7599983215332,43.6100006103516,44.3300018310547,26602700,28.6639881134033,52.1189768077379,0.450450512372337,0.549549487627664,0.944361807865413,0.739274620242629,3.6058643158408,-188006800,44.230234278498
2020-05-07,45.6300010681152,46.9799995422363,45.4500007629395,46.0499992370605,42194300,29.77614402771,57.0440079547864,0.760359997498108,0.239640002501892,1.22315780481113,0.836051257156329,4.55381122154228,-145812500,45.1401167577793
2020-05-08,47.5,48.9599990844727,46.9700012207031,48.8499984741211,33922800,31.5866394042969,63.6066971248854,0.984572138467679,0.0154278615323211,1.92352083122169,1.0535451719694,14.0191912539789,-111889700,46.9950576159502
2020-05-11,48.2099990844727,49.25,47.7299995422363,47.7299995422363,24783100,30.8624420166016,59.6791187320711,0.795148135733337,0.204851864266663,2.24326223614697,1.29148858480492,10.6688259924871,-136672800,47.3625285790933
2020-05-12,48.4300003051758,48.5999984741211,47.4599990844727,47.4599990844727,21806900,30.6878604888916,58.7375128863834,0.758759924898772,0.241240075101228,2.4166528908959,1.51652144602311,8.68964735611,-158479700,47.411263831783
2020-05-13,48.1699981689453,49.1800003051758,47.6599998474121,48.5400009155273,34159500,31.3861865997314,61.3634807867944,0.904312768237034,0.0956872317629664,2.70908458108321,1.75503407303513,10.3668099402215,-124320200,47.9756323736552
2020-05-14,47.9500007629395,48.4599990844727,46.939998626709,48.0900001525879,35513400,31.0952224731445,59.659796108236,0.843665750179424,0.156334249820576,2.8251087847639,1.96904901538088,7.64621216711827,-159833600,48.0328162631215
2020-05-15,48.689998626709,49.2999992370605,48.0499992370605,48.0499992370605,35196100,31.0693531036377,59.5016532337471,0.788135511030622,0.211864488969378,2.87422581222632,2.15008437474997,7.42840567161509,-195029700,48.041407750091
2020-05-18,50.3400001525879,51.5999984741211,49.9500007629395,51.2599983215332,41936200,33.1449584960938,67.0498741436865,0.958536551326306,0.0414634486736944,3.42118972006209,2.40430544381239,9.25243412753343,-153093500,49.6507030358121
2020-05-19,51.2999992370605,52.7099990844727,51.0900001525879,52.2999992370605,27704400,33.8174247741699,69.0618168524174,0.955961336742387,0.044038663257613,3.97152863290604,2.71775008163112,15.3449813785365,-125389100,50.9753511364363
2020-05-20,53.3699989318848,53.6699981689453,52.5,52.5,27014500,33.9467506408691,69.4481646589133,0.886076090420612,0.113923909579388,4.37637719473489,3.04947550425188,17.8215704663025,-98374600,51.7376755682182
2020-05-21,52.2900009155273,52.6599998474121,50.3699989318848,51.1300010681152,41802300,33.0608978271484,63.5901957017275,0.752677903498157,0.247322096501843,4.41028853420096,3.32163811024169,15.7023310421981,-140176900,51.4338383181667
2020-05-22,50.7700004577637,51.0999984741211,49.9000015258789,50.2700004577637,23933600,32.5048141479492,60.159712781153,0.662027978498147,0.337972021501854,4.24335002130565,3.50598049245448,12.5746796748532,-164110500,50.8519193879652
2020-05-25,51.4099998474121,51.6800003051758,49.9199981689453,50.0999984741211,21162000,32.394889831543,59.4766641659332,0.645129168865996,0.354870831134004,4.03525428126414,3.61183525021642,8.42932315004701,-185272500,50.4759589310431
2020-05-26,50.3800010681152,50.5200004577637,48.8400001525879,49.2000007629395,28917800,31.8129539489746,55.8606983099333,0.45620452352699,0.54379547647301,3.68007951428775,3.62548410303068,0.713929175237693,-214190300,49.8379798469913
2020-05-27,49.8400001525879,50.8300018310547,48.7799987792969,50.6399993896484,31932100,32.7440567016602,60.0461445570802,0.549777268143761,0.450222731856239,3.59232814104309,3.61885291063316,5.91816443560504,-182258200,50.2389896183199
2020-05-28,51,51.6500015258789,50.0499992370605,50.0900001525879,23530900,32.3884239196777,57.7920651216448,0.468053750391814,0.531946249608186,3.39274877525988,3.57363208355851,5.39341586986875,-205789100,50.1644948854539
2020-05-29,51.4000015258789,53,51.060001373291,53,92646300,34.2700462341309,65.2293224098934,0.900446030532318,0.0995539694676825,3.66233333864063,3.59137233457493,8.79036943923701,-113142800,51.5822474427269
2020-06-01,52.8199996948242,53.8499984741211,52.5,53.4199981689453,27152300,34.5416259765625,66.1562302343825,0.937771300337029,0.0622286996629707,3.89135701840848,3.65136927134164,10.5110914942702,-85990500,52.5011228058361
2020-06-02,53.7999992370605,53.7999992370605,53,53.4199981689453,25602700,34.5416259765625,66.1562302343825,0.937771300337029,0.0622286996629707,4.01998383747508,3.72509218456833,10.5943053866969,-85990500,52.9605604873907
2020-06-03,53.9000015258789,54.3400001525879,53.3800010681152,53.6599998474121,31584300,34.6968116760254,66.7437638747517,0.891891859109726,0.108108140890274,4.10716879768889,3.80150750719244,4.57571539621302,-54406200,53.3102801674014
2020-06-04,53.7200012207031,55.7000007629395,53.5200004577637,55.6599998474121,37638600,35.9900169372559,71.2265350405833,0.994219522534546,0.00578047746545412,4.43142005281603,3.92749001631716,6.22653968731917,-16767600,54.4851400074068
2020-06-05,56.3899993896484,56.7000007629395,54.3400001525879,54.6100006103516,39799100,35.3110847473145,66.1826918826946,0.736111157938542,0.263888842061458,4.46576087443395,4.03514418794052,3.94038577430371,-56566700,54.5475703088792
2020-06-08,54.9799995422363,55.6500015258789,53.9799995422363,54.7799987792969,27456500,35.4210014343262,66.5951400277486,0.75757556783344,0.24242443216656,4.46307672079242,4.1207306945109,6.8953711569101,-29110200,54.663784544088
2020-06-09,54.1599998474121,54.9900016784668,54.1199989318848,54.9900016784668,19860000,35.5567932128906,67.1284941427431,0.784091078764327,0.215908921235673,4.43782801295065,4.18415015819885,8.97428942322667,-9250200,54.8268931112774
2020-06-10,54.9099998474121,55.2000007629395,53.7599983215332,54.2000007629395,24321300,35.045970916748,63.0501920172802,0.684343513402733,0.315656486597267,4.24586406400491,4.19649293936006,7.865994488782,-33571500,54.5134469371084
2020-06-12,53.7099990844727,54.0499992370605,51.9799995422363,53.4000015258789,31223700,34.5286865234375,59.132372238501,0.583333534022323,0.416666465977677,3.92618266906835,4.14243088530172,8.19171355354982,-64795200,53.9567242314937
2020-06-15,52.5,54.4300003051758,52.1300010681152,53.8800010681152,27425600,34.8390579223633,60.7099003423814,0.643939521650569,0.356060478349431,3.70266366971066,4.05447744218351,6.20176055829633,-37369600,53.9183626498045
2020-06-16,55.4900016784668,55.5,54.2200012207031,55.3899993896484,29329400,35.8154335021973,65.2537683883664,0.834595827627745,0.165404172372255,3.70973697795216,3.98552934933724,10.0577670610047,-8040200,54.6541810197264
2020-06-17,55.4900016784668,56.439998626709,55.1500015258789,56.2000007629395,27840000,36.3391799926758,67.4297613926335,0.924812047327475,0.0751879526725247,3.78995749928124,3.94641497932604,5.86248569229588,19799800,55.427090891333
2020-06-18,56.2999992370605,56.5400009155273,55.6100006103516,56.1699981689453,25770000,36.3197822570801,67.2617357410741,0.90602789869678,0.0939721013032198,3.8013714604044,3.91740627554171,5.0197600540657,-5970200,55.7985445301391
2020-06-19,56.3300018310547,56.5999984741211,54.7099990844727,55.1699981689453,38079900,35.6731758117676,61.7395232359407,0.675846991885688,0.324153008114312,3.61781950994904,3.85748892242318,3.22341206897825,-44050100,55.4842713495422
2020-06-22,55,55.3499984741211,54.4300003051758,55,14891400,35.5632514953613,60.825287606013,0.63983043998319,0.360169560016811,3.40715871013255,3.76742287996505,2.4665343078599,-58941500,55.2421356747711
2020-06-23,55.5299987792969,56.560001373291,55.3699989318848,55.5900001525879,18272700,35.944751739502,62.879750589022,0.76483043998319,0.235169560016811,3.2889746176705,3.67173322750614,-0.125842164605761,-40668800,55.4160679136795
2020-06-24,56.25,56.2599983215332,54.8199996948242,55.3899993896484,18156600,35.8154335021973,61.698528600795,0.722457407946206,0.277542592053794,3.12880162293439,3.56314690659179,1.41820336852323,-58825400,55.403033651664
2020-06-25,55.5,56.1500015258789,54.8699989318848,56,17051900,36.2098655700684,63.9244845128577,0.851694791969741,0.148305208030259,3.05569781318067,3.46165708790957,2.20265491839546,-41773500,55.701516825832
2020-06-26,55.9000015258789,56.9500007629395,55.2099990844727,55.6199989318848,21655500,35.9641494750977,61.5256699185304,0.732394063503565,0.267605936496436,2.90743588367477,3.35081284706261,1.139144855917,-63429000,55.6607578788584
2020-06-29,55.439998626709,55.9099998474121,54.8400001525879,55.6300010681152,15453400,35.9706192016602,61.5665518521997,0.734406565268917,0.265593434731083,2.75910241667285,3.23247076098466,2.60417207655732,-47975600,55.6453794734868
2020-06-30,55.439998626709,56.5400009155273,55.0099983215332,55.9199981689453,27462900,36.158130645752,62.8007368806945,0.792756068207077,0.207243931792923,2.6529376727406,3.11656414333584,4.61112906407122,-20512700,55.7826888212161
2020-07-01,56.0800018310547,56.0800018310547,54.0499992370605,54.5400009155273,28999400,35.2658195495605,53.926300146184,0.515090693062011,0.484909306937989,2.33965493189219,2.96118230104711,1.21750228376607,-49512100,55.1613448683717
2020-07-02,54.8499984741211,55.7400016784668,54.75,55.4900016784668,24148500,35.8800926208496,58.295386005218,0.697095606449846,0.302904393550154,2.20521133927041,2.80998810869177,0.180379356005655,-25363600,55.3256732734192
2020-07-03,55.2000007629395,55.7000007629395,54.9300003051758,55.2599983215332,7831800,35.731372833252,56.8888225182291,0.417240844073674,0.582759155926326,2.04132238489294,2.65625496393201,-1.68674813538026,-33195400,55.2928357974762
2020-07-06,56.0900001525879,56.7400016784668,55.5900001525879,56.5699996948242,23609900,36.5784225463867,62.4465501153097,0.868965217871716,0.131034782128284,2.07863055935482,2.54073008301657,0.709603001451153,-9585500,55.9314177461502
2020-07-07,56.7400016784668,56.9799995422363,56.0999984741211,56.3699989318848,13598400,36.4491081237793,61.1504118182902,0.791808687093305,0.208191312906695,2.05435660025648,2.44345538646455,2.15177890501703,-23183900,56.1507083390175
2020-07-08,56.9000015258789,57.7200012207031,55.7900009155273,57.3199996948242,32634600,37.0633773803711,64.8793285672088,0.891007817526602,0.108992182473398,2.14727712448779,2.3842197340692,4.1316412403428,9450700,56.7353540169209
